level,Nation_fk,Year,Region,Country,All Religions,Buddhists,Christians,Folk Religions,Hindus,Jews,Muslims,Other Religions,Unaffiliated
1,230,2030,Middle East-North Africa,Yemen, 100,1.00,1.00,1.00,1.00,1.00,99.0,1.00,1.00
1,231,2030,Sub-Saharan Africa,Zambia, 100,1.00,97.1,1.00,1.00,1.00,1.00, 1.0,1.00
1,232,2030,Sub-Saharan Africa,Zimbabwe, 100,1.00,86.6, 4.4,1.00,1.00,1.00,1.00, 7.6
1,237,2030,Sub-Saharan Africa,South Sudan, 100,1.00,60.5,32.9,1.00,1.00, 6.2,1.00,1.00
1,238,2030,Latin America-Caribbean,Curacao, 100,1.00,93.9, 1.2,1.00,1.00,1.00,1.00, 3.3
1,239,2030,Latin America-Caribbean,Sint Maarten, 100,1.00,93.9, 1.2,1.00,1.00,1.00,1.00, 3.3
1,240,2030,Latin America-Caribbean,Caribbean Netherlands, 100,1.00,93.9, 1.2,1.00,1.00,1.00,1.00, 3.3
3,10000,2040, World, All Countries, 100, 5.7,31.1, 5.1,15.1,1.00,28.1,1.00,14.0
2,1001,2040,North America, All Countries, 100, 1.4,68.4,1.00, 1.2, 1.4, 2.0, 1.3,23.8
2,1002,2040,Latin America-Caribbean, All Countries,****,1.00,89.1, 1.9,1.00,1.00,1.00,1.00, 8.5
2,1003,2040,Europe, All Countries, 100,1.00,67.5,1.00,1.00,1.00, 9.0,1.00,22.3
2,1004,2040,Middle East-North Africa, All Countries, 100,1.00, 3.2,1.00,1.00, 1.4,93.5,1.00,1.00
2,1005,2040,Sub-Saharan Africa, All Countries, 100,1.00,59.6, 3.2,1.00,1.00,34.1,1.00, 2.7
2,1006,2040,Asia-Pacific, All Countries, 100,10.1, 7.5, 7.8,27.2,1.00,28.3, 1.1,17.9
1,1,2040,Asia-Pacific,Afghanistan, 100,1.00,1.00,1.00,1.00,1.00,99.0,1.00,1.00
1,2,2040,Europe,Albania, 100,1.00,14.4,1.00,1.00,1.00,84.8,1.00,1.00
1,3,2040,Middle East-North Africa,Algeria, 100,1.00,1.00,1.00,1.00,1.00,97.9,1.00, 1.8
1,4,2040,Asia-Pacific,American Samoa, 100,1.00,98.3,1.00,1.00,1.00,1.00,1.00,1.00
1,5,2040,Europe,Andorra, 100,1.00,89.5,1.00,1.00,1.00,1.00,1.00, 8.8
1,6,2040,Sub-Saharan Africa,Angola, 100,1.00,90.5, 4.1,1.00,1.00,1.00,1.00, 5.2
1,7,2040,Latin America-Caribbean,Anguilla, 100,1.00,90.6, 2.9,1.00,1.00,1.00, 1.6, 4.0
1,8,2040,Latin America-Caribbean,Antigua and Barbuda, 100,1.00,93.0, 3.6,1.00,1.00,1.00,1.00, 1.7
1,9,2040,Latin America-Caribbean,Argentina, 100,1.00,86.0,1.00,1.00,1.00,1.00,1.00,11.8
1,10,2040,Asia-Pacific,Armenia, 100,1.00,97.7,1.00,1.00,1.00,1.00,1.00, 1.3
1,11,2040,Latin America-Caribbean,Aruba, 100,1.00,91.1, 1.4,1.00,1.00,1.00,1.00, 6.7
1,12,2040,Asia-Pacific,Australia, 100, 3.1,51.5,1.00, 2.1,1.00, 4.2,1.00,36.9
1,13,2040,Europe,Austria, 100,1.00,74.7,1.00,1.00,1.00, 8.0,1.00,16.2
1,14,2040,Asia-Pacific,Azerbaijan, 100,1.00, 2.1,1.00,1.00,1.00,97.8,1.00,1.00
1,15,2040,Latin America-Caribbean,Bahamas, 100,1.00,96.5,1.00,1.00,1.00,1.00,1.00, 2.7
1,16,2040,Middle East-North Africa,Bahrain, 100, 3.8,12.9,1.00,10.7,1.00,69.5,1.00, 2.1
1,17,2040,Asia-Pacific,Bangladesh, 100,1.00,1.00,1.00, 7.6,1.00,91.4,1.00,1.00
1,18,2040,Latin America-Caribbean,Barbados, 100,1.00,95.2,1.00,1.00,1.00,1.00, 1.4, 1.9
1,19,2040,Europe,Belarus, 100,1.00,70.9,1.00,1.00,1.00, 1.7,1.00,27.2
1,20,2040,Europe,Belgium, 100,1.00,54.9,1.00,1.00,1.00,10.3,1.00,33.3
1,21,2040,Latin America-Caribbean,Belize, 100,1.00,87.4, 1.5,1.00, 1.1,1.00,1.00, 9.2
1,22,2040,Sub-Saharan Africa,Benin, 100,1.00,49.6,18.3,1.00,1.00,26.4,1.00, 5.6
1,23,2040,North America,Bermuda, 100,1.00,75.0, 3.0,1.00,1.00, 1.1,1.00,19.4
1,24,2040,Asia-Pacific,Bhutan, 100,74.7,1.00, 1.9,22.5,1.00,1.00,1.00,1.00
1,25,2040,Latin America-Caribbean,Bolivia, 100,1.00,94.1,1.00,1.00,1.00,1.00,1.00, 4.1
1,26,2040,Europe,Bosnia-Herzegovina, 100,1.00,49.2,1.00,1.00,1.00,48.6,1.00, 2.2
1,27,2040,Sub-Saharan Africa,Botswana, 100,1.00,82.2, 2.3,1.00,1.00, 1.5,1.00,13.2
1,28,2040,Latin America-Caribbean,Brazil, 100,1.00,86.9, 3.8,1.00,1.00,1.00,1.00, 9.1
1,29,2040,Latin America-Caribbean,British Virgin Islands, 100,1.00,84.5, 8.4, 1.2,1.00, 1.2,1.00, 3.9
1,30,2040,Asia-Pacific,Brunei, 100, 8.6, 9.4, 6.2,1.00,1.00,75.1,1.00,1.00
1,31,2040,Europe,Bulgaria, 100,1.00,79.2,1.00,1.00,1.00,14.9,1.00, 5.7
1,32,2040,Sub-Saharan Africa,Burkina Faso, 100,1.00,20.0,15.4,1.00,1.00,64.0,1.00,1.00
1,33,2040,Sub-Saharan Africa,Burundi, 100,1.00,90.7, 6.2,1.00,1.00, 3.1,1.00,1.00
1,34,2040,Asia-Pacific,Cambodia, 100,96.7,1.00,1.00,1.00,1.00, 2.0,1.00,1.00
1,35,2040,Sub-Saharan Africa,Cameroon, 100,1.00,68.2, 3.1,1.00,1.00,21.2, 2.7, 4.8
1,36,2040,North America,Canada, 100, 1.3,61.9, 1.3, 2.3, 1.3, 4.5, 1.7,25.6
1,37,2040,Sub-Saharan Africa,Cape Verde, 100,1.00,89.6, 1.4,1.00,1.00,1.00,1.00, 8.8
1,38,2040,Latin America-Caribbean,Cayman Islands, 100,1.00,83.5, 4.5,1.00,1.00,1.00,1.00, 9.4
1,39,2040,Sub-Saharan Africa,Central African Republic, 100,1.00,88.3,1.00,1.00,1.00, 9.7,1.00,1.00
1,40,2040,Sub-Saharan Africa,Chad, 100,1.00,42.1, 1.3,1.00,1.00,54.4,1.00, 2.0
1,41,2040,Europe,Channel Islands, 100,1.00,85.2,1.00,1.00,1.00,1.00,1.00,14.2
1,42,2040,Latin America-Caribbean,Chile, 100,1.00,86.8, 1.4,1.00,1.00,1.00,1.00,11.4
1,43,2040,Asia-Pacific,China, 100,18.4, 5.3,21.9,1.00,1.00, 2.4,1.00,51.2
1,44,2040,Latin America-Caribbean,Colombia, 100,1.00,92.0,1.00,1.00,1.00,1.00,1.00, 7.0
1,45,2040,Sub-Saharan Africa,Comoros, 100,1.00,1.00,1.00,1.00,1.00,98.3,1.00,1.00
1,46,2040,Sub-Saharan Africa,Republic of the Congo, 100,1.00,87.5, 2.7,1.00,1.00, 1.1,1.00, 7.7
1,47,2040,Sub-Saharan Africa,Democratic Republic of the Congo, 100,1.00,95.8,1.00,1.00,1.00, 1.6,1.00, 1.7
1,48,2040,Asia-Pacific,Cook Islands, 100,1.00,96.0,1.00,1.00,1.00,1.00,1.00, 3.2
1,49,2040,Latin America-Caribbean,Costa Rica, 100,1.00,90.5,1.00,1.00,1.00,1.00,1.00, 8.3
1,50,2040,Sub-Saharan Africa,Ivory Coast, 100,1.00,42.4,11.5,1.00,1.00,37.2,1.00, 8.7
1,51,2040,Europe,Croatia, 100,1.00,93.6,1.00,1.00,1.00, 1.8,1.00, 4.6
1,52,2040,Latin America-Caribbean,Cuba, 100,1.00,58.2,18.1,1.00,1.00,1.00,1.00,23.4
1,53,2040,Asia-Pacific,Cyprus, 100,1.00,70.1,1.00,1.00,1.00,25.0,1.00, 3.1
1,54,2040,Europe,Czech Republic, 100,1.00,18.6,1.00,1.00,1.00,1.00,1.00,79.6
1,55,2040,Europe,Denmark, 100,1.00,79.8,1.00,1.00,1.00, 7.3,1.00,11.3
1,56,2040,Sub-Saharan Africa,Djibouti, 100,1.00, 2.3,1.00,1.00,1.00,96.9,1.00,1.00
1,57,2040,Latin America-Caribbean,Dominica, 100,1.00,94.4, 3.0,1.00,1.00,1.00, 1.7,1.00
1,58,2040,Latin America-Caribbean,Dominican Republic, 100,1.00,88.2,1.00,1.00,1.00,1.00,1.00,10.7
1,59,2040,Latin America-Caribbean,Ecuador, 100,1.00,93.8,1.00,1.00,1.00,1.00,1.00, 5.7
1,60,2040,Middle East-North Africa,Egypt, 100,1.00, 4.0,1.00,1.00,1.00,96.0,1.00,1.00
1,61,2040,Latin America-Caribbean,El Salvador, 100,1.00,87.8,1.00,1.00,1.00,1.00,1.00,11.5
1,62,2040,Sub-Saharan Africa,Equatorial Guinea, 100,1.00,88.7, 1.7,1.00,1.00, 4.0,1.00, 5.0
1,63,2040,Sub-Saharan Africa,Eritrea, 100,1.00,62.9,1.00,1.00,1.00,36.6,1.00,1.00
1,64,2040,Europe,Estonia, 100,1.00,39.7,1.00,1.00,1.00,1.00,1.00,59.8
1,65,2040,Sub-Saharan Africa,Ethiopia, 100,1.00,59.4, 1.9,1.00,1.00,38.6,1.00,1.00
1,66,2040,Europe,Faeroe Islands, 100,1.00,98.0,1.00,1.00,1.00,1.00,1.00, 1.7
1,67,2040,Latin America-Caribbean,Falkland Islands (Malvinas), 100,1.00,67.2,1.00,1.00,1.00,1.00,1.00,31.5
1,68,2040,Asia-Pacific,Fiji, 100,1.00,64.4,1.00,27.9,1.00, 6.3,1.00,1.00
1,69,2040,Europe,Finland, 100,1.00,74.2,1.00,1.00,1.00, 2.5,1.00,22.5
1,70,2040,Europe,France, 100,1.00,47.9,1.00,1.00,1.00, 9.9,1.00,40.5
1,71,2040,Latin America-Caribbean,French Guiana, 100,1.00,83.3, 7.8,1.00,1.00, 1.9,1.00, 4.6
1,72,2040,Asia-Pacific,French Polynesia, 100,1.00,94.0,1.00,1.00,1.00,1.00,1.00, 4.9
1,73,2040,Sub-Saharan Africa,Gabon, 100,1.00,72.9, 5.5,1.00,1.00,14.7,1.00, 6.1
1,74,2040,Sub-Saharan Africa,Gambia, 100,1.00, 3.6,1.00,1.00,1.00,95.6,1.00,1.00
1,75,2040,Europe,Georgia, 100,1.00,85.9,1.00,1.00,1.00,13.3,1.00,1.00
1,76,2040,Europe,Germany, 100,1.00,61.5,1.00,1.00,1.00, 8.9,1.00,28.7
1,77,2040,Sub-Saharan Africa,Ghana, 100,1.00,69.8, 5.8,1.00,1.00,20.6,1.00, 3.6
1,78,2040,Europe,Gibraltar, 100,1.00,88.8,1.00, 1.8, 2.1, 4.0,1.00, 2.9
1,79,2040,Europe,Greece, 100,1.00,86.5,1.00,1.00,1.00, 7.2,1.00, 5.8
1,80,2040,North America,Greenland, 100,1.00,96.1,1.00,1.00,1.00,1.00,1.00, 2.5
1,81,2040,Latin America-Caribbean,Grenada, 100,1.00,96.6, 1.3,1.00,1.00,1.00,1.00,1.00
1,82,2040,Latin America-Caribbean,Guadeloupe, 100,1.00,95.9,1.00,1.00,1.00,1.00,1.00, 2.5
1,83,2040,Asia-Pacific,Guam, 100, 1.1,94.2, 1.5,1.00,1.00,1.00, 1.6, 1.7
1,84,2040,Latin America-Caribbean,Guatemala, 100,1.00,95.6,1.00,1.00,1.00,1.00,1.00, 3.7
1,85,2040,Sub-Saharan Africa,Guinea, 100,1.00,10.3, 2.6,1.00,1.00,85.2,1.00, 1.8
1,86,2040,Sub-Saharan Africa,Guinea-Bissau, 100,1.00,16.9,30.6,1.00,1.00,48.0,1.00, 4.5
1,87,2040,Latin America-Caribbean,Guyana, 100,1.00,71.8,1.00,20.1,1.00, 5.5,1.00, 1.9
1,88,2040,Latin America-Caribbean,Haiti, 100,1.00,86.7, 2.0,1.00,1.00,1.00,1.00,11.1
1,89,2040,Europe,Vatican City, 100,1.00,99.0,1.00,1.00,1.00,1.00,1.00,1.00
1,90,2040,Latin America-Caribbean,Honduras, 100,1.00,87.7, 1.2,1.00,1.00,1.00,1.00,10.1
1,91,2040,Asia-Pacific,Hong Kong, 100,13.4,17.3,13.3,1.00,1.00, 2.8, 1.4,51.3
1,92,2040,Europe,Hungary, 100,1.00,76.6,1.00,1.00,1.00,1.00,1.00,22.9
1,93,2040,Europe,Iceland, 100,1.00,91.9,1.00,1.00,1.00, 1.3,1.00, 4.7
1,94,2040,Asia-Pacific,India, 100,1.00, 2.3,1.00,77.5,1.00,17.3, 1.7,1.00
1,95,2040,Asia-Pacific,Indonesia, 100,1.00,10.8,1.00, 1.5,1.00,86.7,1.00,1.00
1,96,2040,Asia-Pacific,Iran, 100,1.00,1.00,1.00,1.00,1.00,99.0,1.00,1.00
1,97,2040,Middle East-North Africa,Iraq, 100,1.00,1.00,1.00,1.00,1.00,99.0,1.00,1.00
1,98,2040,Europe,Ireland, 100,1.00,85.4,1.00,1.00,1.00, 2.5,1.00,10.9
1,99,2040,Europe,Isle of Man, 100,1.00,84.1,1.00,1.00,1.00,1.00,1.00,15.4
1,100,2040,Middle East-North Africa,Israel, 100,1.00, 2.0,1.00,1.00,71.0,23.4,1.00, 3.0
1,101,2040,Europe,Italy, 100,1.00,75.6,1.00,1.00,1.00, 7.7,1.00,15.5
1,102,2040,Latin America-Caribbean,Jamaica, 100,1.00,77.1, 4.6,1.00,1.00,1.00,1.00,17.1
1,103,2040,Asia-Pacific,Japan, 100,27.3, 2.1,1.00,1.00,1.00,1.00, 4.0,65.7
1,104,2040,Middle East-North Africa,Jordan, 100,1.00, 2.1,1.00,1.00,1.00,97.0,1.00,1.00
1,105,2040,Asia-Pacific,Kazakhstan, 100,1.00,19.9,1.00,1.00,1.00,75.6,1.00, 3.2
1,106,2040,Sub-Saharan Africa,Kenya, 100,1.00,82.8, 1.3,1.00,1.00,12.5,1.00, 2.4
1,107,2040,Asia-Pacific,Kiribati, 100,1.00,97.0,1.00,1.00,1.00,1.00, 2.2,1.00
1,108,2040,Europe,Kosovo, 100,1.00, 4.9,1.00,1.00,1.00,94.9,1.00,1.00
1,109,2040,Middle East-North Africa,Kuwait, 100, 7.1,12.3,1.00,10.7,1.00,69.3,1.00,1.00
1,110,2040,Asia-Pacific,Kyrgyzstan, 100,1.00, 7.9,1.00,1.00,1.00,91.5,1.00,1.00
1,111,2040,Asia-Pacific,Laos, 100,59.2, 1.5,37.4,1.00,1.00,1.00,1.00,1.00
1,112,2040,Europe,Latvia, 100,1.00,53.6,1.00,1.00,1.00,1.00,1.00,45.9
1,113,2040,Middle East-North Africa,Lebanon, 100,1.00,38.3,1.00,1.00,1.00,61.3,1.00,1.00
1,114,2040,Sub-Saharan Africa,Lesotho, 100,1.00,97.1,1.00,1.00,1.00,1.00,1.00, 2.7
1,115,2040,Sub-Saharan Africa,Liberia, 100,1.00,85.6,1.00,1.00,1.00,12.0,1.00, 1.3
1,116,2040,Middle East-North Africa,Libya, 100,1.00, 2.7,1.00,1.00,1.00,96.6,1.00,1.00
1,117,2040,Europe,Liechtenstein, 100,1.00,91.9,1.00,1.00,1.00, 5.0,1.00, 2.9
1,118,2040,Europe,Lithuania, 100,1.00,90.6,1.00,1.00,1.00,1.00,1.00, 9.2
1,119,2040,Europe,Luxembourg, 100,1.00,70.9,1.00,1.00,1.00, 2.3,1.00,26.4
1,120,2040,Asia-Pacific,Macau, 100,17.3, 7.2,58.9,1.00,1.00,1.00,1.00,15.4
1,121,2040,Europe,Republic of Macedonia, 100,1.00,46.7,1.00,1.00,1.00,52.1,1.00, 1.1
1,122,2040,Sub-Saharan Africa,Madagascar, 100,1.00,83.5, 5.0,1.00,1.00, 3.2,1.00, 8.2
1,123,2040,Sub-Saharan Africa,Malawi, 100,1.00,83.8, 1.6,1.00,1.00,12.9,1.00, 1.5
1,124,2040,Asia-Pacific,Malaysia, 100,12.2, 9.4, 2.0, 5.3,1.00,70.5,1.00,1.00
1,125,2040,Asia-Pacific,Maldives, 100,1.00,1.00,1.00,1.00,1.00,98.4,1.00,1.00
1,126,2040,Sub-Saharan Africa,Mali, 100,1.00, 2.3, 3.5,1.00,1.00,93.6,1.00,1.00
1,127,2040,Europe,Malta, 100,1.00,97.0,1.00,1.00,1.00,1.00,1.00, 2.5
1,128,2040,Asia-Pacific,Marshall Islands, 100,1.00,97.5,1.00,1.00,1.00,1.00,1.00, 1.5
1,129,2040,Latin America-Caribbean,Martinique, 100,1.00,96.5,1.00,1.00,1.00,1.00,1.00, 2.3
1,130,2040,Sub-Saharan Africa,Mauritania, 100,1.00,1.00,1.00,1.00,1.00,99.0,1.00,1.00
1,131,2040,Sub-Saharan Africa,Mauritius, 100,1.00,32.8,1.00,48.1,1.00,17.5,1.00,1.00
1,132,2040,Sub-Saharan Africa,Mayotte, 100,1.00,1.00,1.00,1.00,1.00,98.6,1.00,1.00
1,133,2040,Latin America-Caribbean,Mexico, 100,1.00,92.3,1.00,1.00,1.00,1.00,1.00, 7.6
1,134,2040,Asia-Pacific,Federated States of Micronesia, 100,1.00,95.3, 2.7,1.00,1.00,1.00,1.00,1.00
1,135,2040,Europe,Moldova, 100,1.00,97.2,1.00,1.00,1.00, 1.2,1.00, 1.3
1,136,2040,Europe,Monaco, 100,1.00,86.0,1.00,1.00, 1.7,1.00,1.00,11.7
1,137,2040,Asia-Pacific,Mongolia, 100,53.4, 2.2, 3.4,1.00,1.00, 3.8,1.00,37.1
1,138,2040,Europe,Montenegro, 100,1.00,73.4,1.00,1.00,1.00,23.7,1.00, 2.9
1,139,2040,Latin America-Caribbean,Montserrat, 100,1.00,93.5,1.00,1.00,1.00,1.00, 1.5, 4.8
1,140,2040,Middle East-North Africa,Morocco, 100,1.00,1.00,1.00,1.00,1.00,99.0,1.00,1.00
1,141,2040,Sub-Saharan Africa,Mozambique, 100,1.00,59.3, 7.9,1.00,1.00,15.8,1.00,17.0
1,142,2040,Asia-Pacific,Burma (Myanmar), 100,79.7, 7.8, 5.6, 1.7,1.00, 4.6,1.00,1.00
1,143,2040,Sub-Saharan Africa,Namibia, 100,1.00,97.4,1.00,1.00,1.00,1.00,1.00, 2.0
1,144,2040,Asia-Pacific,Nauru, 100, 1.1,79.0, 8.1,1.00,1.00,1.00, 7.4, 4.5
1,145,2040,Asia-Pacific,Nepal, 100, 9.4,1.00, 3.6,80.1,1.00, 6.0,1.00,1.00
1,146,2040,Europe,Netherlands, 100,1.00,41.9,1.00,1.00,1.00, 8.5,1.00,47.9
1,148,2040,Asia-Pacific,New Caledonia, 100,1.00,85.2,1.00,1.00,1.00, 2.8,1.00,10.4
1,149,2040,Asia-Pacific,New Zealand, 100, 2.1,46.9,1.00, 3.3,1.00, 2.3,1.00,43.8
1,150,2040,Latin America-Caribbean,Nicaragua, 100,1.00,84.6, 1.4,1.00,1.00,1.00,1.00,13.8
1,151,2040,Sub-Saharan Africa,Niger, 100,1.00, 1.1,1.00,1.00,1.00,98.0,1.00,1.00
1,152,2040,Sub-Saharan Africa,Nigeria, 100,1.00,41.5, 1.7,1.00,1.00,56.4,1.00,1.00
1,153,2040,Asia-Pacific,Niue, 100,1.00,96.4,1.00,1.00,1.00,1.00,1.00, 3.3
1,154,2040,Asia-Pacific,North Korea, 100, 1.5, 2.0,12.3,1.00,1.00,1.00,12.9,71.3
1,155,2040,Asia-Pacific,Northern Mariana Islands, 100,10.6,81.3, 5.3,1.00,1.00,1.00, 1.1, 1.0
1,156,2040,Europe,Norway, 100, 1.3,76.3,1.00,1.00,1.00, 7.5,1.00,13.8
1,157,2040,Middle East-North Africa,Oman, 100,1.00, 5.8,1.00, 5.7,1.00,86.8,1.00,1.00
1,158,2040,Asia-Pacific,Pakistan, 100,1.00, 1.5,1.00, 2.0,1.00,96.5,1.00,1.00
1,159,2040,Asia-Pacific,Palau, 100,1.00,86.7,1.00,1.00,1.00,1.00,10.4, 1.2
1,160,2040,Middle East-North Africa,Palestinian territories, 100,1.00, 1.6,1.00,1.00,1.00,98.3,1.00,1.00
1,161,2040,Latin America-Caribbean,Panama, 100,1.00,92.1,1.00,1.00,1.00,1.00,1.00, 5.5
1,162,2040,Asia-Pacific,Papua New Guinea, 100,1.00,99.0,1.00,1.00,1.00,1.00,1.00,1.00
1,163,2040,Latin America-Caribbean,Paraguay, 100,1.00,96.8, 1.8,1.00,1.00,1.00,1.00, 1.1
1,164,2040,Latin America-Caribbean,Peru, 100,1.00,95.3,1.00,1.00,1.00,1.00,1.00, 3.3
1,165,2040,Asia-Pacific,Philippines, 100,1.00,92.1, 1.6,1.00,1.00, 6.0,1.00,1.00
1,167,2040,Europe,Poland, 100,1.00,88.8,1.00,1.00,1.00,1.00,1.00,10.9
1,168,2040,Europe,Portugal, 100,1.00,87.7,1.00,1.00,1.00,1.00,1.00,10.5
1,169,2040,Latin America-Caribbean,Puerto Rico, 100,1.00,96.0,1.00,1.00,1.00,1.00,1.00, 2.5
1,170,2040,Middle East-North Africa,Qatar, 100, 4.1,13.0,1.00,17.1,1.00,64.2,1.00,1.00
1,171,2040,Sub-Saharan Africa,Reunion, 100,1.00,87.6,1.00, 4.5,1.00, 4.2, 1.1, 2.0
1,172,2040,Europe,Romania, 100,1.00,99.0,1.00,1.00,1.00,1.00,1.00,1.00
1,173,2040,Europe,Russia, 100,1.00,71.9,1.00,1.00,1.00,15.0,1.00,12.6
1,174,2040,Sub-Saharan Africa,Rwanda, 100,1.00,93.2,1.00,1.00,1.00, 2.9,1.00, 3.2
1,175,2040,Sub-Saharan Africa,St. Helena, 100,1.00,96.5,1.00,1.00,1.00,1.00,1.00, 3.3
1,176,2040,Latin America-Caribbean,St. Kitts and Nevis, 100,1.00,94.6, 1.3, 1.5,1.00,1.00,1.00, 1.6
1,177,2040,Latin America-Caribbean,St. Lucia, 100,1.00,92.4,1.00,1.00,1.00,1.00, 1.6, 5.2
1,178,2040,North America,St. Pierre and Miquelon, 100,1.00,94.7,1.00,1.00,1.00,1.00, 1.3, 3.8
1,179,2040,Latin America-Caribbean,St. Vincent and the Grenadines, 100,1.00,88.7, 2.0, 3.4,1.00, 1.5, 2.0, 2.5
1,180,2040,Asia-Pacific,Samoa, 100,1.00,97.4,1.00,1.00,1.00,1.00,1.00, 2.0
1,181,2040,Europe,San Marino, 100,1.00,91.6,1.00,1.00,1.00,1.00,1.00, 7.2
1,182,2040,Sub-Saharan Africa,Sao Tome and Principe, 100,1.00,80.3, 3.1,1.00,1.00,1.00, 2.6,14.0
1,183,2040,Middle East-North Africa,Saudi Arabia, 100,1.00, 4.1,1.00, 1.5,1.00,92.9,1.00,1.00
1,184,2040,Sub-Saharan Africa,Senegal, 100,1.00, 2.8,1.00,1.00,1.00,97.2,1.00,1.00
1,185,2040,Europe,Serbia, 100,1.00,89.6,1.00,1.00,1.00, 7.0,1.00, 3.4
1,186,2040,Sub-Saharan Africa,Seychelles, 100,1.00,94.0,1.00, 2.1,1.00, 1.1,1.00, 2.1
1,187,2040,Sub-Saharan Africa,Sierra Leone, 100,1.00,19.1,1.00,1.00,1.00,79.8,1.00,1.00
1,188,2040,Asia-Pacific,Singapore, 100,28.8,17.3, 2.6, 8.9,1.00,19.4, 6.5,16.4
1,189,2040,Europe,Slovakia, 100,1.00,80.8,1.00,1.00,1.00,1.00,1.00,18.1
1,190,2040,Europe,Slovenia, 100,1.00,75.7,1.00,1.00,1.00, 4.5,1.00,19.7
1,191,2040,Asia-Pacific,Solomon Islands, 100,1.00,97.4, 1.3,1.00,1.00,1.00,1.00,1.00
1,192,2040,Sub-Saharan Africa,Somalia, 100,1.00,1.00,1.00,1.00,1.00,99.0,1.00,1.00
1,193,2040,Sub-Saharan Africa,South Africa, 100,1.00,80.2,1.00,1.00,1.00, 2.3,1.00,15.5
1,194,2040,Asia-Pacific,South Korea, 100,19.4,32.4,1.00,1.00,1.00,1.00,1.00,46.5
1,195,2040,Europe,Spain, 100,1.00,68.1,1.00,1.00,1.00, 5.9,1.00,25.2
1,196,2040,Asia-Pacific,Sri Lanka, 100,67.4, 7.0,1.00,13.9,1.00,11.7,1.00,1.00
1,197,2040,Middle East-North Africa,Sudan, 100,1.00, 5.4, 2.8,1.00,1.00,90.7,1.00, 1.0
1,198,2040,Latin America-Caribbean,Suriname, 100,1.00,53.8, 6.4,16.5,1.00,12.6, 2.0, 7.8
1,199,2040,Sub-Saharan Africa,Swaziland, 100,1.00,89.2, 1.1,1.00,1.00,1.00,1.00, 8.8
1,200,2040,Europe,Sweden, 100, 1.0,55.5,1.00,1.00,1.00,10.3,1.00,32.0
1,201,2040,Europe,Switzerland, 100,1.00,64.4,1.00,1.00,1.00, 7.0,1.00,26.6
1,202,2040,Middle East-North Africa,Syria, 100,1.00, 5.1,1.00,1.00,1.00,92.8,1.00, 2.0
1,203,2040,Asia-Pacific,Taiwan, 100,20.7, 6.3,42.8,1.00,1.00,1.00,14.3,15.9
1,204,2040,Asia-Pacific,Tajikistan, 100,1.00, 2.0,1.00,1.00,1.00,96.2,1.00, 1.5
1,205,2040,Sub-Saharan Africa,Tanzania, 100,1.00,65.6,1.00,1.00,1.00,31.8,1.00, 2.0
1,206,2040,Asia-Pacific,Thailand, 100,91.1, 1.0,1.00,1.00,1.00, 7.4,1.00,1.00
1,207,2040,Asia-Pacific,Timor-Leste, 100,1.00,99.0,1.00,1.00,1.00,1.00,1.00,1.00
1,208,2040,Sub-Saharan Africa,Togo, 100,1.00,38.5,40.5,1.00,1.00,14.0,1.00, 6.4
1,209,2040,Asia-Pacific,Tokelau, 100,1.00,99.0,1.00,1.00,1.00,1.00,1.00,1.00
1,210,2040,Asia-Pacific,Tonga, 100,1.00,98.9,1.00,1.00,1.00,1.00,1.00,1.00
1,211,2040,Latin America-Caribbean,Trinidad and Tobago, 100,1.00,67.2, 2.1,21.4,1.00, 5.6, 1.5, 1.8
1,212,2040,Middle East-North Africa,Tunisia, 100,1.00,1.00,1.00,1.00,1.00,99.0,1.00,1.00
1,213,2040,Asia-Pacific,Turkey, 100,1.00,1.00,1.00,1.00,1.00,98.0,1.00, 1.2
1,214,2040,Asia-Pacific,Turkmenistan, 100,1.00, 6.4,1.00,1.00,1.00,92.9,1.00,1.00
1,215,2040,Latin America-Caribbean,Turks and Caicos Islands, 100,1.00,92.1, 2.7,1.00,1.00,1.00,1.00, 4.6
1,216,2040,Asia-Pacific,Tuvalu, 100,1.00,96.7,1.00,1.00,1.00,1.00, 1.9, 1.3
1,217,2040,Sub-Saharan Africa,Uganda, 100,1.00,84.8,1.00,1.00,1.00,13.4,1.00,1.00
1,218,2040,Europe,Ukraine, 100,1.00,88.3,1.00,1.00,1.00, 2.9,1.00, 8.4
1,219,2040,Middle East-North Africa,United Arab Emirates, 100, 2.7,13.0,1.00, 9.0,1.00,73.4,1.00, 1.1
1,220,2040,Europe,United Kingdom, 100,1.00,49.6,1.00, 1.9,1.00, 9.4,1.00,36.9
1,221,2040,North America,United States, 100, 1.4,69.1,1.00, 1.1, 1.5, 1.8, 1.3,23.6
1,222,2040,Latin America-Caribbean,U.S. Virgin Islands, 100,1.00,94.8,1.00,1.00,1.00,1.00,1.00, 3.7
1,223,2040,Latin America-Caribbean,Uruguay, 100,1.00,56.4,1.00,1.00,1.00,1.00,1.00,42.2
1,224,2040,Asia-Pacific,Uzbekistan, 100,1.00, 1.6,1.00,1.00,1.00,97.6,1.00,1.00
1,225,2040,Asia-Pacific,Vanuatu, 100,1.00,93.5, 4.0,1.00,1.00,1.00, 1.4, 1.1
1,226,2040,Latin America-Caribbean,Venezuela, 100,1.00,89.6,1.00,1.00,1.00,1.00,1.00, 9.4
