Subject;Session;Block;AudioT1;Procedure[Trial];S1Audio.ACC;S1Audio.OnsetTime;S1Audio.RT;S1response.ACC;S2Visuel.ACC;S2Visuel.OnsetTime;S2Visuel.RT;SOAdur;StimulusVisuel
6;1;95;;EssaisDT;1;513771;1041;1;1;513838;959;65;left
6;1;19;1800.wav;EssaisDT;1;116299;1129;1;1;116549;966;250;left
6;1;81;400.wav;EssaisDT;1;453937;991;1;1;454004;974;65;right
6;1;161;400.wav;EssaisDT;1;1089128;1368;1;1;1089378;1006;250;left
6;1;8;1800.wav;EssaisDT;1;63648;962;1;1;63665;1008;15;right
6;1;45;400.wav;EssaisDT;1;265101;822;1;1;265118;1021;15;right
6;1;99;400.wav;EssaisDT;1;604989;854;1;1;605239;1026;250;left
6;1;129;400.wav;EssaisDT;1;747741;941;1;1;747807;1032;65;left
6;1;53;;EssaisDT;1;294818;960;0;1;294835;1048;15;left
6;1;28;1800.wav;EssaisDT;1;154366;1143;1;1;154433;1055;65;right
6;1;97;400.wav;EssaisDT;1;596155;1054;1;1;596405;1084;250;left
6;1;58;1800.wav;EssaisDT;1;320335;968;1;1;320352;1105;15;right
6;1;10;1800.wav;EssaisDT;1;75165;1157;1;1;75182;1116;15;left
6;1;55;1800.wav;EssaisDT;1;306602;1361;1;1;306852;1133;250;left
6;1;13;1800.wav;EssaisDT;1;87782;1065;1;1;87799;1134;15;right
