Title                                                           21.09.2015 09:32
________________________________________________________________________________

Title


Curve Name:
  |CJ Top2 avec CNT lav EtOH 25/800˚C 5˚C/min Air-CJ Blanc 25/800˚C 5˚C/min Air, 31.08.2015 14:40:49
  Performed 27.07.2015 21:28:55
Curve Values:
          Index              t           Tset          Tread           Mass
                           [s]           [˚C]           [˚C]           [mg]
           2043           2043        49.9199          45.25        31.6603
           2046           2046        50.1405           45.5        31.6491
           2049           2049        50.3661          45.75        31.6372
           2052           2052        50.5825             46         31.625
           2055           2055        50.7942          46.25        31.6129
           2058           2058        51.0144           46.5         31.601
           2061           2061        51.2345          46.75         31.589
           2064           2064        51.4407             47         31.577
           2067           2067        51.6714          47.25        31.5646
           2070           2070        51.8875           47.5        31.5516
           2073           2073        52.1039          47.75        31.5384
           2076           2076         52.314             48        31.5254
           2079           2079        52.5439          48.25        31.5128
           2082           2082        52.7693           48.5        31.5003
           2085           2085        53.0022          48.75        31.4875
           2088           2088        53.2025             49        31.4739
           2091           2091        53.4368          49.25        31.4601
           2094           2094        53.6519           49.5        31.4462
           2097           2097        53.8683          49.75        31.4325
           2100           2100         54.079             50        31.4184
           2103           2103        54.3021          50.25        31.4036
           2106           2106        54.5255           50.5        31.3885
           2109           2109         54.747          50.75        31.3739
           2112           2112        54.9631             51        31.3595
           2115           2115        55.1821          51.25         31.345
           2118           2118        55.4074           51.5        31.3296
           2121           2121        55.6301          51.75         31.314
           2124           2124        55.8523             52        31.2984
           2127           2127        56.0603          52.25        31.2831
           2130           2130        56.2894           52.5        31.2679
           2133           2133        56.5073          52.75        31.2519
           2136           2136        56.7343             53        31.2353
           2139           2139        56.9484          53.25        31.2179
           2142           2142        57.1559           53.5        31.2007
           2145           2145          57.39          53.75        31.1835
           2148           2148        57.6121             54        31.1663
           2151           2151        57.8428          54.25        31.1485
           2154           2154         58.058           54.5        31.1302
           2157           2157        58.2718          54.75        31.1122
           2160           2160        58.5027             55        31.0942
           2163           2163        58.7277          55.25        31.0762
           2166           2166        58.9477           55.5        31.0576
           2169           2169        59.1623          55.75        31.0389
           2172           2172        59.3832             56        31.0199
           2175           2175        59.6079          56.25        31.0006
           2178           2178        59.8363           56.5        30.9812
           2181           2181        60.0437          56.75        30.9617
           2184           2184        60.2816             57        30.9421
           2187           2187        60.5056          57.25        30.9216
           2190           2190        60.7294           57.5        30.9004
           2193           2193        60.9429          57.75         30.879
           2196           2196        61.1619             58        30.8579
           2199           2199        61.3841          58.25        30.8369
           2202           2202        61.6021           58.5        30.8151
           2205           2205        61.8259          58.75        30.7924
           2208           2208        62.0464             59        30.7695
           2211           2211        62.2681          59.25        30.7468
           2214           2214        62.4983           59.5        30.7242
           2217           2217        62.7164          59.75        30.7009
           2220           2220         62.946             60        30.6769
           2223           2223        63.1643          60.25        30.6526
           2226           2226        63.3825           60.5        30.6287
           2229           2229        63.6045          60.75        30.6048
           2232           2232        63.8327             61        30.5808
           2235           2235         64.055          61.25        30.5563
           2238           2238        64.2733           61.5        30.5308
           2241           2241        64.5032          61.75        30.5047
           2244           2244        64.7184             62        30.4785
           2247           2247        64.9453          62.25        30.4523
           2250           2250        65.1555           62.5        30.4257
           2253           2253        65.3849          62.75        30.3982
           2256           2256        65.6088             63        30.3703
           2259           2259        65.8278          63.25        30.3424
           2262           2262        66.0463           63.5        30.3141
           2265           2265        66.2739          63.75        30.2852
           2268           2268        66.4837             64        30.2556
           2271           2271        66.7216          64.25         30.226
           2274           2274        66.9302           64.5        30.1962
           2277           2277        67.1598          64.75        30.1658
           2280           2280        67.3814             65        30.1349
           2283           2283        67.6015          65.25        30.1036
           2286           2286        67.8324           65.5        30.0724
           2289           2289         68.052          65.75        30.0407
           2292           2292        68.2847             66         30.008
           2295           2295        68.5074          66.25        29.9744
           2298           2298        68.7237           66.5        29.9406
           2301           2301        68.9428          66.75        29.9069
           2304           2304         69.162             67        29.8728
           2307           2307        69.3836          67.25        29.8383
           2310           2310         69.609           67.5        29.8026
           2313           2313         69.824          67.75        29.7663
           2316           2316        70.0433             68        29.7296
           2319           2319        70.2657          68.25        29.6929
           2322           2322        70.4838           68.5        29.6552
           2325           2325        70.6995          68.75        29.6164
           2328           2328        70.9257             69        29.5771
           2331           2331        71.1469          69.25        29.5377
           2334           2334        71.3641           69.5        29.4979
           2337           2337        71.5921          69.75        29.4574
           2340           2340        71.8054             70        29.4162
           2343           2343        72.0285          70.25        29.3743
           2346           2346        72.2442           70.5        29.3323
           2349           2349        72.4676          70.75        29.2903
           2352           2352        72.6813             71        29.2472
           2355           2355        72.8992          71.25        29.2029
           2358           2358        73.1265           71.5        29.1569
           2361           2361        73.3428          71.75        29.1103
           2364           2364        73.5645             72        29.0631
           2367           2367          73.79          72.25        29.0158
           2370           2370        74.0044           72.5        28.9677
           2373           2373        74.2221          72.75        28.9188
           2376           2376        74.4388             73        28.8691
           2379           2379        74.6575          73.25        28.8188
           2382           2382        74.8691           73.5         28.768
           2385           2385        75.0942          73.75        28.7164
           2388           2388        75.3194             74        28.6638
           2391           2391        75.5287          74.25        28.6101
           2394           2394        75.7529           74.5        28.5556
           2397           2397        75.9614          74.75           28.5
           2400           2400        76.1835             75        28.4439
           2403           2403        76.3898          75.25        28.3871
           2406           2406        76.6183           75.5        28.3288
           2409           2409          76.83          75.75        28.2689
           2412           2412        77.0524             76        28.2079
           2415           2415        77.2601          76.25        28.1463
           2418           2418        77.4795           76.5         28.084
           2421           2421        77.6893          76.75        28.0205
           2424           2424        77.9091             77        27.9558
           2427           2427        78.1172          77.25        27.8889
           2430           2430        78.3357           77.5        27.8197
           2433           2433        78.5432          77.75        27.7494
           2436           2436        78.7573             78        27.6787
           2439           2439         78.963          78.25        27.6076
           2442           2442          79.18           78.5        27.5351
           2445           2445        79.3956          78.75         27.461
           2448           2448        79.6036             79        27.3853
           2451           2451        79.8116          79.25        27.3086
           2454           2454        80.0264           79.5        27.2299
           2457           2457        80.2316          79.75        27.1496
           2460           2460        80.4489             80        27.0672
           2463           2463        80.6556          80.25        26.9829
           2466           2466        80.8548           80.5        26.8966
           2469           2469         81.068          80.75        26.8095
           2472           2472        81.2729             81        26.7211
           2475           2475        81.4835          81.25        26.6313
           2478           2478        81.6839           81.5        26.5385
           2481           2481        81.8844          81.75         26.443
           2484           2484        82.0956             82        26.3458
           2487           2487        82.2966          82.25        26.2473
           2490           2490        82.4973           82.5        26.1464
           2493           2493        82.6911          82.75         26.042
           2496           2496        82.8981             83        25.9341
           2499           2499        83.0892          83.25        25.8237
           2502           2502         83.287           83.5        25.7104
           2505           2505        83.4868          83.75        25.5953
           2508           2508         83.672             84         25.477
           2511           2511        83.8715          84.25        25.3556
           2514           2514         84.062           84.5        25.2295
           2517           2517        84.2473          84.75        25.1004
           2520           2520        84.4427             85        24.9679
           2523           2523        84.6219          85.25        24.8325
           2526           2526        84.8038           85.5        24.6924
           2529           2529        84.9825          85.75        24.5483
           2532           2532        85.1662             86           24.4
           2535           2535        85.3488          86.25        24.2471
           2538           2538        85.5339           86.5        24.0884
           2541           2541        85.6901          86.75        23.9253
           2544           2544        85.8738             87        23.7573
           2547           2547        86.0292          87.25        23.5854
           2550           2550        86.1902           87.5        23.4078
           2553           2553        86.3557          87.75        23.2245
           2556           2556         86.519             88        23.0357
           2559           2559        86.6736          88.25        22.8422
           2562           2562        86.8282           88.5        22.6431
           2565           2565        86.9945          88.75        22.4395
           2568           2568        87.1379             89        22.2312
           2571           2571        87.2891          89.25        22.0188
           2574           2574        87.4358           89.5        21.8002
           2577           2577        87.5843          89.75        21.5769
           2580           2580        87.7345             90        21.3495
           2583           2583        87.8915          90.25        21.1191
           2586           2586        88.0408           90.5        20.8845
           2589           2589        88.1827          90.75        20.6467
           2592           2592         88.332             91        20.4058
           2595           2595        88.4918          91.25        20.1609
           2598           2598        88.6153           91.5        19.9106
           2601           2601        88.7477          91.75        19.6539
           2604           2604        88.9025             92        19.3979
           2607           2607        89.0452          92.25        19.1432
           2610           2610        89.1913           92.5        18.8891
           2613           2613        89.3376          92.75        18.6333
           2616           2616        89.4886             93        18.3766
           2619           2619        89.6511          93.25        18.1187
           2622           2622        89.8083           93.5        17.8601
           2625           2625        89.9692          93.75        17.6023
           2628           2628        90.1112             94        17.3428
           2631           2631        90.2608          94.25        17.0775
           2634           2634         90.424           94.5        16.8126
           2637           2637        90.5984          94.75        16.5542
           2640           2640        90.7578             95        16.2938
           2643           2643        90.9268          95.25        16.0337
           2646           2646        91.1107           95.5        15.7769
           2649           2649        91.2798          95.75        15.5239
           2652           2652        91.4562             96         15.271
           2655           2655        91.6576          96.25        15.0207
           2658           2658        91.8411           96.5        14.7732
           2661           2661        92.0303          96.75        14.5258
           2664           2664        92.2152             97        14.2789
           2667           2667        92.4189          97.25        14.0347
           2670           2670        92.6019           97.5         13.796
           2673           2673        92.8208          97.75        13.5633
           2676           2676        93.0448             98        13.3417
           2679           2679        93.2661          98.25        13.1218
           2682           2682        93.4933           98.5        12.9076
           2685           2685        93.7323          98.75        12.7026
           2688           2688        93.9659             99        12.5003
           2691           2691        94.1933          99.25        12.2996
           2694           2694          94.43           99.5        12.1011
           2697           2697        94.6715          99.75        11.9067
           2700           2700        94.9187            100        11.7196
           2703           2703        95.1908         100.25        11.5447
           2706           2706        95.4526          100.5        11.3798
           2709           2709        95.7114         100.75        11.2192
           2712           2712         95.987            101        11.0638
           2715           2715        96.2612         101.25        10.9133
           2718           2718         96.539          101.5        10.7715
           2721           2721        96.8123         101.75        10.6309
           2724           2724        97.0857            102        10.4921
           2727           2727        97.3645         102.25        10.3557
           2730           2730        97.6269          102.5        10.2219
           2733           2733        97.8959         102.75        10.0884
           2736           2736        98.1633            103        9.95525
           2739           2739        98.4299         103.25        9.82323
           2742           2742        98.6976          103.5         9.6939
           2745           2745        98.9691         103.75         9.5667
           2748           2748        99.2324            104        9.44132
           2751           2751        99.4993         104.25        9.31701
           2754           2754        99.7672          104.5        9.19403
           2757           2757        100.034         104.75        9.07245
           2760           2760        100.302            105        8.95237
           2763           2763        100.556         105.25        8.83288
           2766           2766        100.823          105.5        8.71341
           2769           2769        101.074         105.75        8.59441
           2772           2772        101.317            106        8.47576
           2775           2775         101.57         106.25        8.35745
           2778           2778        101.818          106.5        8.23933
           2781           2781        102.067         106.75        8.12142
           2784           2784        102.315            107        8.00357
           2787           2787        102.555         107.25        7.88536
           2790           2790        102.784          107.5        7.76655
           2793           2793        103.027         107.75        7.64737
           2796           2796        103.263            108        7.52746
           2799           2799        103.485         108.25        7.40678
           2802           2802        103.714          108.5        7.28509
           2805           2805         103.94         108.75          7.162
           2808           2808         104.16            109         7.0367
           2811           2811        104.369         109.25        6.91045
           2814           2814        104.596          109.5        6.78302
           2817           2817        104.798         109.75        6.65292
           2820           2820        105.001            110        6.52023
           2823           2823        105.214         110.25        6.38555
           2826           2826        105.403          110.5        6.24919
           2829           2829        105.617         110.75        6.11126
           2832           2832        105.825            111        5.97157
           2835           2835        106.024         111.25         5.8306
           2838           2838        106.232          111.5        5.68876
           2841           2841        106.432         111.75         5.5477
           2844           2844        106.646            112        5.40741
           2847           2847        106.868         112.25        5.26814
           2850           2850        107.109          112.5        5.13187
           2853           2853        107.353         112.75         5.0003
           2856           2856        107.616            113        4.87573
           2859           2859        107.879         113.25        4.75562
           2862           2862        108.177          113.5        4.64534
           2865           2865        108.455         113.75        4.54357
           2868           2868        108.783            114        4.44702
           2871           2871        109.129         114.25        4.36495
           2874           2874        109.466          114.5        4.29657
           2877           2877        109.815         114.75        4.23522
           2880           2880         110.17            115        4.18073
           2883           2883        110.535         115.25         4.1301
           2886           2886        110.899          115.5        4.08615
           2889           2889        111.268         115.75        4.04712
           2892           2892        111.643            116        4.01226
           2895           2895        112.019         116.25        3.98066
           2898           2898        112.392          116.5        3.95353
           2901           2901        112.764         116.75        3.92913
           2904           2904         113.13            117        3.90752
           2907           2907        113.505         117.25        3.88884
           2910           2910        113.883          117.5        3.87375
           2913           2913        114.261         117.75        3.86006
           2916           2916        114.623            118        3.84776
           2919           2919        114.993         118.25        3.83676
           2922           2922        115.352          118.5        3.82783
           2925           2925        115.719         118.75        3.81996
           2928           2928        116.077            119        3.81295
           2931           2931        116.425         119.25        3.80633
           2934           2934        116.783          119.5        3.80063
           2937           2937        117.136         119.75        3.79589
           2940           2940        117.482            120        3.79214
           2943           2943        117.828         120.25        3.78933
           2946           2946        118.174          120.5        3.78715
           2949           2949        118.508         120.75         3.7848
           2952           2952        118.854            121        3.78245
           2955           2955        119.181         121.25         3.7804
           2958           2958        119.516          121.5        3.77895
           2961           2961        119.848         121.75        3.77776
           2964           2964        120.167            122        3.77633
           2967           2967        120.495         122.25        3.77474
           2970           2970        120.814          122.5        3.77339
           2973           2973        121.139         122.75        3.77259
           2976           2976        121.444            123        3.77221
           2979           2979        121.762         123.25        3.77193
           2982           2982        122.063          123.5        3.77154
           2985           2985        122.378         123.75        3.77112
           2988           2988        122.675            124        3.77084
           2991           2991        122.978         124.25        3.77049
           2994           2994        123.292          124.5        3.76963
           2997           2997        123.582         124.75        3.76863
           3000           3000        123.882            125        3.76775
           3003           3003        124.167         125.25        3.76726
           3006           3006        124.472          125.5        3.76709
           3009           3009        124.767         125.75         3.7668
           3012           3012        125.048            126        3.76678
           3015           3015        125.343         126.25        3.76715
           3018           3018        125.635          126.5        3.76742
           3021           3021        125.917         126.75        3.76705
           3024           3024        126.203            127        3.76665
           3027           3027        126.486         127.25        3.76615
           3030           3030        126.768          127.5        3.76613
           3033           3033        127.052         127.75        3.76648
           3036           3036        127.335            128        3.76655
           3039           3039        127.617         128.25        3.76626
           3042           3042        127.884          128.5        3.76539
           3045           3045         128.16         128.75        3.76461
           3048           3048        128.429            129        3.76408
           3051           3051         128.71         129.25        3.76371
           3054           3054        128.999          129.5        3.76348
           3057           3057        129.264         129.75         3.7636
           3060           3060        129.527            130         3.7637
           3063           3063        129.803         130.25        3.76343
           3066           3066        130.074          130.5        3.76348
           3069           3069        130.347         130.75        3.76375
           3072           3072        130.617            131        3.76384
           3075           3075        130.879         131.25        3.76352
           3078           3078        131.146          131.5        3.76295
           3081           3081        131.417         131.75        3.76242
           3084           3084        131.677            132        3.76236
           3087           3087        131.949         132.25        3.76246
           3090           3090        132.211          132.5        3.76274
           3093           3093        132.472         132.75        3.76304
           3096           3096        132.736            133        3.76347
           3099           3099        133.011         133.25        3.76392
           3102           3102        133.268          133.5        3.76385
           3105           3105        133.529         133.75        3.76348
           3108           3108        133.797            134        3.76318
           3111           3111        134.048         134.25        3.76327
           3114           3114        134.313          134.5        3.76364
           3117           3117        134.574         134.75        3.76343
           3120           3120        134.833            135         3.7629
           3123           3123        135.094         135.25        3.76227
           3126           3126        135.348          135.5        3.76234
           3129           3129        135.603         135.75        3.76244
           3132           3132        135.862            136        3.76261
           3135           3135        136.121         136.25        3.76244
           3138           3138         136.38          136.5         3.7623
           3141           3141        136.641         136.75        3.76235
           3144           3144        136.898            137        3.76273
           3147           3147        137.149         137.25        3.76332
           3150           3150        137.397          137.5         3.7629
           3153           3153        137.659         137.75        3.76206
           3156           3156        137.919            138        3.76174
           3159           3159         138.17         138.25        3.76184
           3162           3162        138.419          138.5        3.76207
           3165           3165        138.676         138.75        3.76226
           3168           3168        138.937            139        3.76259
           3171           3171        139.186         139.25        3.76278
           3174           3174        139.437          139.5        3.76293
           3177           3177        139.693         139.75        3.76263
           3180           3180        139.944            140        3.76231
           3183           3183        140.195         140.25        3.76209
           3186           3186        140.445          140.5        3.76209
           3189           3189        140.698         140.75        3.76272
           3192           3192         140.95            141         3.7633
           3195           3195          141.2         141.25        3.76319
           3198           3198        141.457          141.5        3.76252
           3201           3201        141.708         141.75        3.76219
           3204           3204        141.964            142        3.76203
           3207           3207        142.217         142.25        3.76213
           3210           3210        142.468          142.5        3.76245
           3213           3213        142.713         142.75        3.76246
           3216           3216        142.967            143        3.76226
           3219           3219        143.218         143.25        3.76211
           3222           3222        143.468          143.5        3.76216
           3225           3225        143.714         143.75        3.76209
           3228           3228        143.965            144        3.76206
           3231           3231        144.221         144.25        3.76217
           3234           3234        144.471          144.5         3.7626
           3237           3237        144.717         144.75         3.7626
           3240           3240        144.969            145        3.76239
           3243           3243        145.219         145.25        3.76208
           3246           3246        145.466          145.5        3.76201
           3249           3249        145.724         145.75        3.76188
           3252           3252        145.972            146        3.76154
           3255           3255        146.219         146.25        3.76113
           3258           3258        146.467          146.5        3.76126
           3261           3261        146.716         146.75        3.76161
           3264           3264        146.965            147        3.76159
           3267           3267        147.207         147.25        3.76113
           3270           3270        147.456          147.5         3.7609
           3273           3273        147.703         147.75        3.76095
           3276           3276        147.955            148        3.76096
           3279           3279        148.197         148.25        3.76088
           3282           3282        148.444          148.5        3.76063
           3285           3285        148.699         148.75        3.76072
           3288           3288         148.95            149        3.76107
           3291           3291        149.195         149.25        3.76119
           3294           3294        149.439          149.5        3.76073
           3297           3297        149.694         149.75        3.76054
           3300           3300        149.935            150        3.76069
           3303           3303        150.184         150.25        3.76098
           3306           3306        150.432          150.5        3.76132
           3309           3309        150.685         150.75        3.76143
           3312           3312        150.931            151        3.76103
           3315           3315        151.186         151.25        3.76035
           3318           3318        151.432          151.5        3.76011
           3321           3321        151.675         151.75        3.76002
           3324           3324        151.925            152        3.75998
           3327           3327        152.175         152.25        3.75976
           3330           3330         152.42          152.5         3.7593
           3333           3333        152.675         152.75        3.75918
           3336           3336        152.919            153        3.75938
           3339           3339        153.166         153.25        3.75971
           3342           3342        153.419          153.5        3.75993
           3345           3345        153.657         153.75        3.75998
           3348           3348        153.913            154        3.75989
           3351           3351        154.163         154.25        3.75966
           3354           3354        154.404          154.5        3.75965
           3357           3357        154.649         154.75         3.7595
           3360           3360        154.901            155        3.75914
           3363           3363        155.151         155.25        3.75857
           3366           3366        155.399          155.5         3.7584
           3369           3369        155.654         155.75        3.75873
           3372           3372        155.896            156        3.75892
           3375           3375        156.151         156.25        3.75876
           3378           3378        156.392          156.5        3.75838
           3381           3381        156.638         156.75        3.75806
           3384           3384        156.886            157         3.7583
           3387           3387        157.132         157.25        3.75898
           3390           3390        157.378          157.5        3.75933
           3393           3393        157.619         157.75        3.75874
           3396           3396        157.878            158        3.75783
           3399           3399        158.123         158.25        3.75719
           3402           3402        158.368          158.5         3.7571
           3405           3405        158.615         158.75        3.75739
           3408           3408        158.867            159         3.7577
           3411           3411        159.112         159.25        3.75779
           3414           3414         159.36          159.5        3.75732
           3417           3417        159.612         159.75        3.75659
           3420           3420        159.862            160        3.75616
           3423           3423        160.097         160.25        3.75614
           3426           3426        160.351          160.5        3.75637
           3429           3429          160.6         160.75        3.75617
           3432           3432        160.849            161         3.7557
           3435           3435        161.096         161.25        3.75518
           3438           3438        161.348          161.5        3.75506
           3441           3441        161.596         161.75        3.75502
           3444           3444        161.849            162          3.755
           3447           3447        162.093         162.25        3.75498
           3450           3450        162.339          162.5        3.75468
           3453           3453        162.588         162.75        3.75465
           3456           3456        162.838            163         3.7545
           3459           3459        163.086         163.25        3.75433
           3462           3462        163.341          163.5        3.75338
           3465           3465        163.585         163.75        3.75219
           3468           3468        163.837            164        3.75155
           3471           3471        164.085         164.25        3.75157
           3474           3474        164.336          164.5        3.75182
           3477           3477        164.577         164.75        3.75159
           3480           3480        164.819            165        3.75131
           3483           3483        165.066         165.25        3.75109
           3486           3486        165.322          165.5        3.75104
           3489           3489         165.57         165.75        3.75125
           3492           3492        165.815            166        3.75135
           3495           3495        166.067         166.25        3.75118
           3498           3498        166.322          166.5        3.75029
           3501           3501        166.567         166.75        3.74958
           3504           3504        166.809            167        3.74943
           3507           3507        167.053         167.25        3.74944
           3510           3510        167.307          167.5        3.74911
           3513           3513        167.553         167.75        3.74879
           3516           3516        167.802            168        3.74812
           3519           3519        168.046         168.25         3.7474
           3522           3522        168.295          168.5        3.74734
           3525           3525        168.543         168.75        3.74756
           3528           3528        168.798            169        3.74771
           3531           3531        169.034         169.25         3.7475
           3534           3534         169.29          169.5        3.74707
           3537           3537        169.539         169.75        3.74658
           3540           3540        169.792            170        3.74623
           3543           3543        170.041         170.25        3.74604
           3546           3546        170.291          170.5        3.74557
           3549           3549        170.535         170.75        3.74475
           3552           3552        170.796            171        3.74427
           3555           3555        171.036         171.25        3.74408
           3558           3558        171.285          171.5        3.74405
           3561           3561        171.534         171.75        3.74399
           3564           3564        171.786            172        3.74392
           3567           3567        172.033         172.25        3.74309
           3570           3570        172.283          172.5        3.74199
           3573           3573        172.523         172.75        3.74117
           3576           3576        172.784            173        3.74077
           3579           3579        173.031         173.25        3.74058
           3582           3582        173.279          173.5        3.74032
           3585           3585        173.528         173.75        3.73991
           3588           3588         173.78            174        3.73907
           3591           3591        174.029         174.25        3.73813
           3594           3594        174.285          174.5        3.73775
           3597           3597        174.528         174.75        3.73738
           3600           3600         174.78            175        3.73666
           3603           3603        175.021         175.25        3.73527
           3606           3606         175.27          175.5        3.73397
           3609           3609        175.521         175.75        3.73352
           3612           3612        175.767            176        3.73328
           3615           3615         176.02         176.25        3.73321
           3618           3618         176.27          176.5        3.73282
           3621           3621        176.522         176.75        3.73203
           3624           3624        176.768            177         3.7314
           3627           3627        177.015         177.25        3.73096
           3630           3630        177.265          177.5        3.73076
           3633           3633        177.521         177.75        3.73038
           3636           3636        177.775            178         3.7296
           3639           3639        178.019         178.25        3.72816
           3642           3642        178.269          178.5        3.72684
           3645           3645        178.511         178.75        3.72583
           3648           3648        178.756            179        3.72506
           3651           3651        179.005         179.25        3.72448
           3654           3654        179.259          179.5        3.72389
           3657           3657        179.506         179.75        3.72305
           3660           3660        179.755            180        3.72235
           3663           3663        180.024         180.25        3.72208
           3666           3666        180.263          180.5        3.72153
           3669           3669        180.526         180.75        3.72061
           3672           3672        180.769            181        3.71965
           3675           3675        181.014         181.25         3.7188
           3678           3678        181.271          181.5        3.71832
           3681           3681        181.519         181.75         3.7182
           3684           3684        181.767            182        3.71763
           3687           3687        182.019         182.25        3.71637
           3690           3690        182.273          182.5        3.71492
           3693           3693        182.532         182.75        3.71366
           3696           3696        182.773            183        3.71239
           3699           3699        183.027         183.25        3.71151
           3702           3702        183.273          183.5        3.71073
           3705           3705        183.527         183.75        3.70943
           3708           3708        183.782            184        3.70785
           3711           3711        184.023         184.25        3.70644
           3714           3714        184.284          184.5        3.70561
           3717           3717        184.528         184.75        3.70477
           3720           3720        184.781            185        3.70381
           3723           3723        185.036         185.25        3.70251
           3726           3726        185.283          185.5        3.70149
           3729           3729         185.54         185.75        3.70048
           3732           3732        185.782            186        3.69939
           3735           3735        186.033         186.25        3.69819
           3738           3738        186.282          186.5        3.69673
           3741           3741        186.538         186.75        3.69527
           3744           3744        186.787            187        3.69398
           3747           3747        187.041         187.25        3.69294
           3750           3750        187.292          187.5        3.69178
           3753           3753        187.543         187.75        3.69033
           3756           3756        187.789            188        3.68895
           3759           3759        188.037         188.25        3.68777
           3762           3762        188.293          188.5        3.68663
           3765           3765        188.553         188.75        3.68517
           3768           3768        188.791            189        3.68351
           3771           3771        189.051         189.25        3.68203
           3774           3774        189.299          189.5        3.68061
           3777           3777        189.542         189.75        3.67898
           3780           3780        189.793            190        3.67719
           3783           3783        190.049         190.25        3.67581
           3786           3786        190.297          190.5        3.67466
           3789           3789        190.557         190.75        3.67272
           3792           3792        190.805            191        3.67025
           3795           3795        191.054         191.25        3.66771
