Title                                                           21.09.2015 09:29
________________________________________________________________________________

Title


Curve Name:
  |CJ Top2 sans CNT 25/800°C 5C/mn N2-CJ Blanc 25/800°C 5C/mn N2, 31.08.2015 15:12:28
  Performed 24.07.2015 04:45:28
Curve Values:
          Index              t             Ts             Tr          Value
                           [s]           [°C]           [°C]           [mg]
          10161          10161        772.464         721.75        24.1009
          10164          10164        772.723            722        24.1013
          10167          10167        772.983         722.25        24.1004
          10170          10170        773.244          722.5        24.0993
          10173          10173        773.501         722.75        24.0996
          10176          10176        773.756            723           24.1
          10179          10179        774.011         723.25        24.1001
          10182          10182        774.272          723.5           24.1
          10185          10185        774.532         723.75        24.1008
          10188          10188        774.795            724        24.1012
          10191          10191        775.059         724.25        24.1007
          10194          10194        775.316          724.5        24.1001
          10197          10197        775.575         724.75        24.1002
          10200          10200        775.835            725        24.1008
          10203          10203        776.089         725.25        24.1008
          10206          10206        776.348          725.5        24.0999
          10209          10209        776.609         725.75        24.1001
          10212          10212        776.867            726        24.1008
          10215          10215        777.126         726.25        24.1006
          10218          10218        777.387          726.5        24.0993
          10221          10221        777.643         726.75        24.0991
          10224          10224        777.901            727        24.1001
          10227          10227        778.167         727.25        24.1003
          10230          10230         778.42          727.5        24.0995
          10233          10233        778.677         727.75           24.1
          10236          10236        778.936            728        24.1008
          10239          10239        779.193         728.25        24.1002
          10242          10242        779.454          728.5        24.0993
          10245          10245        779.717         728.75        24.1002
          10248          10248        779.978            729        24.1011
          10251          10251        780.234         729.25        24.1002
          10254          10254        780.495          729.5        24.0988
          10257          10257        780.752         729.75        24.0993
          10260          10260        781.011            730        24.1006
          10263          10263         781.27         730.25        24.1007
          10266          10266        781.528          730.5        24.0998
          10269          10269         781.79         730.75        24.1002
          10272          10272        782.053            731        24.1011
          10275          10275         782.31         731.25        24.1004
          10278          10278        782.569          731.5        24.0988
          10281          10281        782.824         731.75        24.0988
          10284          10284        783.088            732        24.0999
          10287          10287        783.348         732.25        24.1005
          10290          10290        783.608          732.5        24.0994
          10293          10293        783.863         732.75        24.0994
          10296          10296        784.116            733        24.1004
          10299          10299        784.379         733.25        24.1011
          10302          10302        784.644          733.5        24.1003
          10305          10305          784.9         733.75           24.1
          10308          10308        785.158            734        24.1006
          10311          10311        785.414         734.25        24.1011
          10314          10314        785.673          734.5        24.0999
          10317          10317        785.938         734.75        24.0989
          10320          10320          786.2            735        24.0991
          10323          10323        786.455         735.25        24.1002
          10326          10326        786.717          735.5        24.0998
          10329          10329        786.969         735.75        24.0996
          10332          10332        787.235            736        24.0998
          10335          10335        787.495         736.25        24.1006
          10338          10338         787.75          736.5        24.1005
          10341          10341        788.008         736.75        24.1006
          10344          10344        788.269            737        24.1004
          10347          10347        788.529         737.25        24.0999
          10350          10350        788.781          737.5        24.0994
          10353          10353        789.042         737.75        24.0997
          10356          10356          789.3            738        24.0998
          10359          10359         789.56         738.25        24.0996
          10362          10362        789.819          738.5        24.0992
          10365          10365        790.075         738.75        24.0995
          10368          10368        790.336            739        24.0998
          10371          10371        790.592         739.25        24.0998
          10374          10374        790.851          739.5        24.0992
          10377          10377        791.112         739.75        24.0998
          10380          10380        791.368            740        24.1004
          10383          10383        791.632         740.25        24.0997
          10386          10386        791.882          740.5        24.0986
          10389          10389        792.145         740.75        24.0993
          10392          10392        792.403            741        24.1005
          10395          10395        792.668         741.25        24.1008
          10398          10398        792.918          741.5        24.1003
          10401          10401        793.177         741.75        24.1002
          10404          10404        793.433            742        24.1001
          10407          10407        793.689         742.25           24.1
          10410          10410        793.948          742.5        24.0998
          10413          10413        794.209         742.75        24.0997
          10416          10416        794.474            743        24.0991
          10419          10419        794.729         743.25        24.0987
          10422          10422        794.991          743.5         24.099
          10425          10425        795.247         743.75           24.1
          10428          10428        795.508            744        24.1002
          10431          10431        795.758         744.25        24.0996
          10434          10434        796.019          744.5        24.0995
          10437          10437        796.282         744.75           24.1
          10440          10440        796.537            745        24.0999
          10443          10443        796.799         745.25        24.0995
          10446          10446        797.059          745.5        24.0996
          10449          10449         797.31         745.75        24.1002
          10452          10452        797.575            746        24.1001
          10455          10455        797.829         746.25        24.0986
          10458          10458        798.086          746.5        24.0977
          10461          10461        798.344         746.75        24.0987
          10464          10464        798.605            747        24.0999
          10467          10467        798.863         747.25        24.0995
          10470          10470        799.123          747.5        24.0992
          10473          10473        799.375         747.75        24.0997
          10476          10476        799.639            748        24.1005
          10479          10479        799.898         748.25        24.1006
          10482          10482        800.151          748.5        24.1003
          10485          10485        800.413         748.75        24.1002
          10488          10488        800.671            749        24.0998
          10491          10491        800.935         749.25        24.0989
          10494          10494        801.193          749.5        24.0986
          10497          10497        801.447         749.75        24.0992
          10500          10500         801.71            750        24.0995
          10503          10503        801.965         750.25        24.0989
          10506          10506        802.221          750.5        24.0987
          10509          10509         802.48         750.75        24.0996
          10512          10512         802.74            751        24.1006
          10515          10515        802.999         751.25        24.1002
          10518          10518        803.254          751.5        24.0994
          10521          10521        803.512         751.75        24.0995
          10524          10524        803.774            752        24.0996
          10527          10527         804.03         752.25        24.0994
          10530          10530        804.287          752.5        24.0989
          10533          10533        804.543         752.75        24.0993
          10536          10536        804.805            753        24.0996
          10539          10539        805.063         753.25        24.0992
          10542          10542         805.32          753.5        24.0986
          10545          10545        805.583         753.75        24.0991
          10548          10548        805.845            754        24.0999
          10551          10551          806.1         754.25        24.1001
          10554          10554        806.354          754.5        24.0994
          10557          10557        806.614         754.75        24.0992
          10560          10560        806.872            755        24.0996
          10563          10563        807.131         755.25           24.1
          10566          10566        807.393          755.5           24.1
          10569          10569        807.646         755.75        24.1002
          10572          10572         807.91            756        24.1003
          10575          10575        808.167         756.25        24.0999
          10578          10578        808.428          756.5        24.0988
          10581          10581        808.686         756.75        24.0989
          10584          10584        808.943            757        24.0997
          10587          10587        809.199         757.25        24.0999
          10590          10590        809.461          757.5         24.099
          10593          10593        809.715         757.75        24.0988
          10596          10596        809.973            758        24.0994
          10599          10599        810.234         758.25        24.1002
          10602          10602        810.498          758.5        24.0998
          10605          10605        810.751         758.75        24.0998
          10608          10608        811.008            759        24.0995
          10611          10611        811.265         759.25        24.0995
          10614          10614         811.52          759.5        24.0993
          10617          10617         811.78         759.75        24.0993
          10620          10620         812.04            760        24.0997
          10623          10623        812.302         760.25        24.1003
          10626          10626        812.555          760.5        24.0999
          10629          10629        812.813         760.75        24.0986
          10632          10632         813.07            761        24.0982
          10635          10635        813.327         761.25        24.0991
          10638          10638        813.586          761.5        24.1001
          10641          10641        813.845         761.75        24.0999
          10644          10644        814.106            762        24.0991
          10647          10647        814.363         762.25        24.0988
          10650          10650        814.616          762.5        24.0996
          10653          10653        814.874         762.75           24.1
          10656          10656        815.138            763        24.0993
          10659          10659        815.387         763.25        24.0981
          10662          10662        815.654          763.5        24.0985
          10665          10665        815.908         763.75        24.0992
          10668          10668        816.168            764           24.1
          10671          10671        816.427         764.25        24.0994
          10674          10674        816.683          764.5        24.0989
          10677          10677        816.942         764.75        24.0993
          10680          10680        817.196            765        24.0999
          10683          10683        817.456         765.25        24.1001
          10686          10686         817.72          765.5        24.0997
          10689          10689        817.978         765.75        24.0995
          10692          10692        818.234            766        24.0992
          10695          10695        818.492         766.25        24.0988
          10698          10698        818.749          766.5         24.098
          10701          10701        819.002         766.75         24.098
          10704          10704        819.264            767        24.0982
          10707          10707        819.527         767.25        24.0985
          10710          10710        819.782          767.5        24.0985
          10713          10713        820.044         767.75        24.0993
          10716          10716        820.302            768        24.0999
          10719          10719         820.56         768.25        24.0996
          10722          10722        820.814          768.5        24.0988
          10725          10725        821.073         768.75        24.0985
          10728          10728        821.332            769         24.099
          10731          10731        821.584         769.25        24.0993
          10734          10734        821.848          769.5        24.0986
          10737          10737        822.109         769.75        24.0979
          10740          10740        822.366            770        24.0985
          10743          10743        822.622         770.25        24.0996
          10746          10746        822.879          770.5        24.0992
          10749          10749        823.138         770.75        24.0982
          10752          10752        823.397            771        24.0982
          10755          10755        823.659         771.25         24.099
          10758          10758        823.913          771.5        24.0988
          10761          10761        824.175         771.75        24.0983
          10764          10764         824.43            772        24.0985
          10767          10767        824.686         772.25        24.0996
          10770          10770        824.943          772.5        24.0995
          10773          10773        825.199         772.75        24.0985
          10776          10776        825.463            773        24.0979
          10779          10779        825.719         773.25        24.0988
          10782          10782        825.977          773.5        24.0992
          10785          10785         826.23         773.75        24.0984
          10788          10788        826.486            774        24.0976
          10791          10791        826.746         774.25        24.0982
          10794          10794            827          774.5         24.099
          10797          10797        827.259         774.75        24.0989
          10800          10800        827.519            775         24.098
          10803          10803        827.772         775.25        24.0981
          10806          10806        828.029          775.5        24.0991
          10809          10809        828.289         775.75        24.0991
          10812          10812        828.544            776        24.0985
          10815          10815        828.806         776.25        24.0979
          10818          10818        829.063          776.5        24.0988
          10821          10821        829.323         776.75        24.0996
          10824          10824        829.579            777        24.0998
          10827          10827        829.837         777.25        24.0991
          10830          10830        830.097          777.5        24.0987
          10833          10833         830.35         777.75        24.0985
          10836          10836        830.607            778        24.0984
          10839          10839        830.867         778.25         24.098
          10842          10842        831.127          778.5        24.0982
          10845          10845        831.378         778.75        24.0986
          10848          10848        831.637            779        24.0989
          10851          10851        831.896         779.25        24.0988
          10854          10854        832.151          779.5        24.0989
          10857          10857         832.41         779.75        24.0988
          10860          10860        832.669            780        24.0983
          10863          10863        832.933         780.25        24.0983
          10866          10866        833.181          780.5        24.0989
          10869          10869        833.445         780.75        24.0993
          10872          10872        833.703            781        24.0986
          10875          10875        833.959         781.25        24.0977
          10878          10878        834.212          781.5        24.0983
          10881          10881        834.474         781.75        24.0995
          10884          10884        834.731            782        24.0997
          10887          10887        834.986         782.25        24.0984
          10890          10890        835.245          782.5        24.0981
          10893          10893        835.502         782.75         24.099
          10896          10896         835.76            783        24.0998
          10899          10899        836.022         783.25        24.0994
          10902          10902        836.278          783.5        24.0987
          10905          10905        836.537         783.75        24.0992
          10908          10908        836.799            784        24.1001
          10911          10911        837.053         784.25        24.1002
          10914          10914        837.312          784.5        24.0991
          10917          10917        837.569         784.75        24.0987
          10920          10920        837.824            785        24.0991
          10923          10923        838.084         785.25        24.0996
          10926          10926        838.341          785.5         24.099
          10929          10929          838.6         785.75        24.0985
          10932          10932        838.857            786        24.0985
          10935          10935        839.118         786.25        24.0994
          10938          10938        839.372          786.5        24.0996
          10941          10941        839.632         786.75        24.0998
          10944          10944        839.893            787        24.0996
          10947          10947        840.152         787.25        24.0998
          10950          10950         840.41          787.5        24.0995
          10953          10953        840.669         787.75        24.0992
          10956          10956        840.926            788        24.0989
          10959          10959        841.185         788.25         24.099
          10962          10962        841.436          788.5        24.0994
          10965          10965        841.696         788.75        24.0994
          10968          10968         841.95            789        24.0993
          10971          10971        842.206         789.25        24.0991
          10974          10974         842.47          789.5        24.0987
          10977          10977        842.726         789.75        24.0982
          10980          10980        842.982            790        24.0982
          10983          10983        843.238         790.25        24.0983
          10986          10986        843.491          790.5        24.0985
          10989          10989         843.75         790.75        24.0985
          10992          10992        844.012            791         24.099
          10995          10995        844.272         791.25        24.0994
          10998          10998        844.522          791.5        24.0994
          11001          11001        844.784         791.75        24.0992
          11004          11004        845.045            792        24.0994
          11007          11007        845.303         792.25        24.0996
          11010          11010        845.551          792.5        24.0994
          11013          11013        845.816         792.75        24.0986
          11016          11016        846.073            793        24.0985
          11019          11019        846.337         793.25        24.0995
          11022          11022        846.594          793.5        24.1004
          11025          11025        846.852         793.75        24.0999
          11028          11028        847.103            794         24.099
          11031          11031        847.363         794.25        24.0993
          11034          11034        847.622          794.5           24.1
          11037          11037        847.877         794.75        24.0996
          11040          11040        848.134            795        24.0985
          11043          11043        848.393         795.25        24.0983
          11046          11046        848.653          795.5        24.0998
          11049          11049        848.906         795.75        24.1004
          11052          11052        849.164            796        24.0998
          11055          11055        849.427         796.25        24.0984
          11058          11058        849.678          796.5        24.0984
          11061          11061        849.937         796.75        24.0994
          11064          11064        850.194            797        24.1001
          11067          11067        850.456         797.25        24.0992
          11070          11070        850.711          797.5        24.0987
          11073          11073        850.969         797.75        24.0993
          11076          11076        851.228            798        24.0999
          11079          11079        851.483         798.25        24.0992
          11082          11082        851.739          798.5        24.0983
          11085          11085        851.996         798.75        24.0984
          11088          11088         852.26            799        24.0996
          11091          11091        852.514         799.25        24.0997
          11094          11094        852.775          799.5        24.0987
          11097          11097        853.033         799.75        24.0982
          11100          11100        855.161            800        24.0987
          11103          11103        854.781            798        24.0995
          11106          11106        853.883            796        24.0994
          11109          11109        852.532            794         24.099
          11112          11112         850.81            792         24.099
          11115          11115        848.776            790        24.0998
          11118          11118        846.522            788        24.0997
          11121          11121        844.109            786        24.0993
          11124          11124         841.59            784        24.0991
          11127          11127         839.02            782        24.0996
          11130          11130        836.434            780        24.0998
          11133          11133        833.842            778        24.0995
          11136          11136        831.276            776         24.099
          11139          11139        828.731            774        24.0991
          11142          11142         826.22            772        24.0996
          11145          11145        823.742            770        24.0997
          11148          11148        821.295            768        24.0995
          11151          11151         818.88            766        24.0996
          11154          11154        816.488            764        24.0993
          11157          11157        814.116            762        24.0991
          11160          11160        811.767            760        24.0991
          11163          11163        809.441            758        24.0996
          11166          11166        807.135            756        24.0999
          11169          11169        804.839            754        24.0994
          11172          11172        802.564            752        24.0985
          11175          11175        800.306            750        24.0986
          11178          11178        798.061            748        24.0994
          11181          11181        795.829            746        24.0996
          11184          11184        793.603            744         24.099
          11187          11187        791.389            742        24.0991
          11190          11190        789.186            740           24.1
          11193          11193        786.986            738        24.1005
          11196          11196        784.798            736        24.1002
          11199          11199        782.618            734        24.0995
          11202          11202         780.44            732        24.0993
          11205          11205        778.272            730        24.0992
          11208          11208        776.106            728         24.099
          11211          11211         773.95            726        24.0989
          11214          11214        771.791            724        24.0993
          11217          11217        769.643            722        24.0996
          11220          11220        767.496            720        24.0992
          11223          11223        765.351            718        24.0985
          11226          11226        763.214            716        24.0987
          11229          11229         761.07            714        24.0996
          11232          11232        758.943            712        24.1003
          11235          11235        756.807            710        24.0994
          11238          11238        754.672            708        24.0987
          11241          11241        752.541            706         24.099
          11244          11244        750.413            704        24.1005
          11247          11247        748.291            702        24.1008
          11250          11250        746.169            700           24.1
          11253          11253        744.046            698        24.0993
          11256          11256        741.926            696        24.0991
          11259          11259        739.803            694        24.0993
          11262          11262        737.684            692        24.0992
          11265          11265        735.568            690         24.099
          11268          11268        733.446            688        24.0991
          11271          11271        731.324            686        24.0994
          11274          11274        729.216            684        24.0995
          11277          11277        727.098            682        24.0994
          11280          11280         724.98            680        24.0992
          11283          11283        722.859            678        24.0994
          11286          11286        720.743            676        24.0993
          11289          11289        718.633            674        24.0994
          11292          11292        716.515            672        24.0998
          11295          11295        714.403            670        24.1003
          11298          11298        712.285            668        24.1004
          11301          11301        710.178            666        24.1001
          11304          11304         708.06            664        24.0998
          11307          11307        705.946            662        24.1005
          11310          11310        703.831            660        24.1012
          11313          11313        701.715            658        24.1011
          11316          11316        699.605            656           24.1
          11319          11319        697.478            654        24.0992
          11322          11322         695.36            652        24.0995
          11325          11325        693.243            650        24.1004
          11328          11328        691.128            648        24.1006
          11331          11331            689            646        24.0993
          11334          11334        686.888            644        24.0982
          11337          11337        684.768            642        24.0982
          11340          11340        682.646            640        24.0992
          11343          11343        680.529            638        24.0995
          11346          11346        678.407            636        24.0989
          11349          11349         676.29            634        24.0985
          11352          11352         674.17            632        24.0985
          11355          11355        672.048            630        24.0988
          11358          11358        669.928            628         24.099
          11361          11361          667.8            626        24.0991
          11364          11364        665.676            624        24.0993
          11367          11367        663.549            622        24.0992
          11370          11370        661.429            620        24.0984
          11373          11373        659.301            618        24.0977
          11376          11376         657.18            616        24.0979
          11379          11379        655.055            614        24.0986
          11382          11382        652.929            612        24.0987
          11385          11385        650.801            610        24.0983
          11388          11388        648.674            608         24.098
          11391          11391        646.555            606         24.099
          11394          11394        644.427            604        24.1005
          11397          11397        642.299            602        24.1008
          11400          11400        640.173            600        24.0995
          11403          11403        638.042            598        24.0986
          11406          11406        635.915            596        24.0988
          11409          11409        633.782            594        24.0995
          11412          11412        631.657            592        24.1002
          11415          11415        629.527            590           24.1
          11418          11418        627.397            588        24.0998
          11421          11421        625.268            586        24.0999
          11424          11424        623.136            584           24.1
          11427          11427        621.007            582        24.0997
          11430          11430        618.875            580        24.0992
          11433          11433        616.742            578        24.0988
          11436          11436        614.608            576        24.0986
          11439          11439        612.473            574        24.0984
          11442          11442        610.338            572        24.0987
          11445          11445        608.202            570        24.0993
          11448          11448         606.07            568        24.0996
          11451          11451        603.936            566        24.0989
          11454          11454        601.797            564        24.0989
          11457          11457        599.662            562        24.0996
          11460          11460        597.528            560        24.1006
          11463          11463        595.389            558           24.1
          11466          11466        593.252            556        24.0991
          11469          11469        591.116            554        24.0994
          11472          11472        588.979            552        24.1006
          11475          11475        586.842            550        24.1006
          11478          11478        584.707            548        24.1004
          11481          11481        582.569            546        24.1002
          11484          11484        580.431            544        24.0998
          11487          11487        578.299            542        24.0993
          11490          11490        576.151            540        24.0996
          11493          11493        574.017            538        24.1001
          11496          11496        571.876            536        24.1005
          11499          11499        569.732            534        24.0999
          11502          11502        567.595            532        24.0998
          11505          11505        565.456            530        24.1003
          11508          11508        563.318            528        24.1011
          11511          11511        561.178            526         24.101
          11514          11514        559.037            524        24.1006
          11517          11517        556.895            522        24.1002
          11520          11520        554.751            520        24.1005
          11523          11523        552.612            518         24.101
          11526          11526        550.473            516        24.1012
          11529          11529        548.331            514         24.101
          11532          11532        546.189            512        24.1006
          11535          11535        544.049            510           24.1
          11538          11538        541.914            508        24.0999
          11541          11541        539.761            506        24.1002
          11544          11544        537.628            504        24.1008
          11547          11547        535.479            502        24.1005
          11550          11550        533.348            500        24.0998
          11553          11553        531.204            498        24.0997
          11556          11556        529.071            496        24.1004
          11559          11559        526.928            494        24.1006
          11562          11562         524.78            492        24.1002
          11565          11565        522.642            490        24.0999
          11568          11568        520.512            488        24.1002
          11571          11571        518.365            486        24.1004
          11574          11574        516.228            484        24.1002
          11577          11577        514.089            482           24.1
          11580          11580        511.946            480           24.1
          11583          11583        509.814            478        24.0995
          11586          11586        507.685            476         24.099
          11589          11589        505.544            474        24.0991
          11592          11592        503.408            472        24.1001
          11595          11595         501.27            470        24.1003
          11598          11598        499.152            468        24.0995
          11601          11601        497.016            466        24.0988
          11604          11604        494.888            464        24.0989
          11607          11607        492.758            462        24.0998
          11610          11610        490.636            460           24.1
          11613          11613        488.515            458        24.0995
          11616          11616        486.399            456        24.0986
          11619          11619        484.276            454        24.0989
          11622          11622        482.163            452        24.0994
          11625          11625        480.053            450        24.0998
          11628          11628        477.939            448        24.1002
          11631          11631        475.849            446        24.1005
          11634          11634        473.745            444           24.1
          11637          11637        471.663            442        24.0993
          11640          11640        469.558            440        24.0989
          11643          11643        467.488            438        24.0998
          11646          11646        465.411            436        24.1005
          11649          11649        463.348            434        24.1005
          11652          11652        461.288            432        24.0996
          11655          11655         459.23            430         24.099
          11658          11658        457.196            428        24.0998
          11661          11661        455.167            426        24.1005
          11664          11664        453.142            424        24.1002
          11667          11667         451.12            422        24.0994
          11670          11670        449.107            420        24.0994
          11673          11673        447.103            418        24.0993
          11676          11676         445.11            416        24.0994
          11679          11679        443.117            414        24.0998
          11682          11682        441.138            412        24.0999
          11685          11685        439.159            410        24.0995
          11688          11688          437.2            408         24.099
          11691          11691        435.242            406        24.0996
          11694          11694        433.297            404        24.1001
          11697          11697        431.361            402        24.0999
          11700          11700         429.43            400        24.0992
          11703          11703         427.51            398        24.0992
          11706          11706        425.598            396        24.0989
          11709          11709        423.693            394        24.0989
          11712          11712        421.803            392        24.0992
          11715          11715        419.914            390        24.0993
          11718          11718        418.027            388        24.0987
          11721          11721        416.167            386        24.0984
          11724          11724        414.302            384        24.0993
          11727          11727        412.457            382        24.1006
          11730          11730        410.607            380         24.101
          11733          11733        408.772            378        24.1008
          11736          11736        406.956            376        24.1002
          11739          11739        405.132            374           24.1
          11742          11742        403.323            372        24.0999
          11745          11745        401.526            370        24.1001
          11748          11748        399.741            368        24.1001
          11751          11751         397.95            366        24.0996
          11754          11754        396.179            364        24.0992
          11757          11757        394.418            362        24.0992
          11760          11760        392.653            360        24.0997
          11763          11763        390.906            358        24.1003
          11766          11766        389.165            356        24.0999
          11769          11769        387.444            354        24.0993
          11772          11772         385.71            352        24.0993
          11775          11775        384.003            350        24.1002
          11778          11778        382.297            348        24.1001
          11781          11781        380.596            346        24.0995
          11784          11784        378.899            344        24.0987
          11787          11787        377.212            342        24.0994
          11790          11790        375.539            340        24.1005
          11793          11793        373.874            338        24.1006
          11796          11796        372.211            336        24.0999
          11799          11799        370.566            334        24.1004
          11802          11802        368.918            332         24.101
          11805          11805         367.28            330        24.1009
          11808          11808        365.652            328        24.0998
          11811          11811        364.038            326        24.0991
          11814          11814        362.424            324        24.0994
          11817          11817        360.812            322        24.1001
          11820          11820        359.221            320           24.1
          11823          11823        357.625            318        24.0994
          11826          11826        356.052            316        24.0998
          11829          11829        354.473            314        24.1003
          11832          11832         352.91            312           24.1
          11835          11835        351.346            310        24.0992
          11838          11838        349.795            308        24.0994
          11841          11841        348.248            306           24.1
          11844          11844        346.723            304        24.1002
          11847          11847        345.179            302         24.099
          11850          11850        343.666            300        24.0989
          11853          11853        342.145            298        24.0999
          11856          11856        340.646            296        24.1009
          11859          11859        339.135            294        24.1003
          11862          11862         337.64            292        24.1001
          11865          11865         336.15            290        24.1005
          11868          11868        334.672            288        24.1009
          11871          11871        333.205            286        24.1001
          11874          11874        331.741            284        24.0995
          11877          11877        330.273            282        24.0994
          11880          11880        328.821            280        24.0998
          11883          11883        327.376            278         24.099
          11886          11886         325.94            276        24.0982
          11889          11889        324.501            274        24.0982
          11892          11892        323.081            272        24.0995
          11895          11895         321.66            270        24.0998
          11898          11898        320.247            268         24.099
          11901          11901        318.839            266        24.0985
          11904          11904        317.448            264        24.0989
          11907          11907        316.051            262        24.0992
          11910          11910        314.666            260        24.0985
          11913          11913        313.288            258        24.0981
